symbol	hmdb_id	name
PTGER2	HMDB0253378	Isopropyl dodecylfluorophosphonate
MCHR1	HMDB0253378	Isopropyl dodecylfluorophosphonate
GALR3	HMDB0253378	Isopropyl dodecylfluorophosphonate
OPN1SW	HMDB0253378	Isopropyl dodecylfluorophosphonate
SSTR4	HMDB0253378	Isopropyl dodecylfluorophosphonate
NMUR2	HMDB0253378	Isopropyl dodecylfluorophosphonate
HRH4	HMDB0253378	Isopropyl dodecylfluorophosphonate
APLNR	HMDB0253378	Isopropyl dodecylfluorophosphonate
TAAR5	HMDB0253378	Isopropyl dodecylfluorophosphonate
NMBR	HMDB0253378	Isopropyl dodecylfluorophosphonate
HTR2B	HMDB0253378	Isopropyl dodecylfluorophosphonate
GPR45	HMDB0253378	Isopropyl dodecylfluorophosphonate
OPRK1	HMDB0253378	Isopropyl dodecylfluorophosphonate
GPR84	HMDB0253378	Isopropyl dodecylfluorophosphonate
SSTR1	HMDB0253378	Isopropyl dodecylfluorophosphonate
GPR65	HMDB0253378	Isopropyl dodecylfluorophosphonate
ACKR3	HMDB0253378	Isopropyl dodecylfluorophosphonate
AGTR1	HMDB0253378	Isopropyl dodecylfluorophosphonate
GPR6	HMDB0253378	Isopropyl dodecylfluorophosphonate
TAAR6	HMDB0253378	Isopropyl dodecylfluorophosphonate
TAAR8	HMDB0253378	Isopropyl dodecylfluorophosphonate
TAAR1	HMDB0253378	Isopropyl dodecylfluorophosphonate
HTR2C	HMDB0253378	Isopropyl dodecylfluorophosphonate
GPR119	HMDB0253378	Isopropyl dodecylfluorophosphonate
NPFFR1	HMDB0253378	Isopropyl dodecylfluorophosphonate
ADRA2A	HMDB0253378	Isopropyl dodecylfluorophosphonate
MCHR2	HMDB0253378	Isopropyl dodecylfluorophosphonate
GPR26	HMDB0253378	Isopropyl dodecylfluorophosphonate
HTR5A	HMDB0253378	Isopropyl dodecylfluorophosphonate
HTR6	HMDB0253378	Isopropyl dodecylfluorophosphonate
PTGIR	HMDB0253378	Isopropyl dodecylfluorophosphonate
CCR2	HMDB0253378	Isopropyl dodecylfluorophosphonate
CCR5	HMDB0253378	Isopropyl dodecylfluorophosphonate
PTGER1	HMDB0253378	Isopropyl dodecylfluorophosphonate
SSTR5	HMDB0253378	Isopropyl dodecylfluorophosphonate
CCKAR	HMDB0253378	Isopropyl dodecylfluorophosphonate
CCR1	HMDB0253378	Isopropyl dodecylfluorophosphonate
RHO	HMDB0253378	Isopropyl dodecylfluorophosphonate
GPR85	HMDB0253378	Isopropyl dodecylfluorophosphonate
GPR101	HMDB0253378	Isopropyl dodecylfluorophosphonate
AVPR1A	HMDB0253378	Isopropyl dodecylfluorophosphonate
GALR1	HMDB0253378	Isopropyl dodecylfluorophosphonate
MC4R	HMDB0253378	Isopropyl dodecylfluorophosphonate
GPR22	HMDB0253378	Isopropyl dodecylfluorophosphonate
PTGER4	HMDB0253378	Isopropyl dodecylfluorophosphonate
GPR27	HMDB0253378	Isopropyl dodecylfluorophosphonate
PTGDR	HMDB0253378	Isopropyl dodecylfluorophosphonate
NTSR2	HMDB0253378	Isopropyl dodecylfluorophosphonate
PROKR1	HMDB0253378	Isopropyl dodecylfluorophosphonate
CXCR6	HMDB0253378	Isopropyl dodecylfluorophosphonate
ADORA2B	HMDB0253378	Isopropyl dodecylfluorophosphonate
ADRB2	HMDB0253378	Isopropyl dodecylfluorophosphonate
NMUR1	HMDB0253378	Isopropyl dodecylfluorophosphonate
DRD5	HMDB0253378	Isopropyl dodecylfluorophosphonate
GPR37	HMDB0253378	Isopropyl dodecylfluorophosphonate
ADRA1B	HMDB0253378	Isopropyl dodecylfluorophosphonate
LTB4R	HMDB0253378	Isopropyl dodecylfluorophosphonate
HTR1E	HMDB0253378	Isopropyl dodecylfluorophosphonate
NPFFR2	HMDB0253378	Isopropyl dodecylfluorophosphonate
ADORA1	HMDB0253378	Isopropyl dodecylfluorophosphonate
GPR151	HMDB0253378	Isopropyl dodecylfluorophosphonate
GPR148	HMDB0253378	Isopropyl dodecylfluorophosphonate
TRHR	HMDB0253378	Isopropyl dodecylfluorophosphonate
GPR88	HMDB0253378	Isopropyl dodecylfluorophosphonate
EDNRA	HMDB0253378	Isopropyl dodecylfluorophosphonate
HTR1A	HMDB0253378	Isopropyl dodecylfluorophosphonate
MC5R	HMDB0253378	Isopropyl dodecylfluorophosphonate
GPR62	HMDB0253378	Isopropyl dodecylfluorophosphonate
HTR1F	HMDB0253378	Isopropyl dodecylfluorophosphonate
UTS2R	HMDB0253378	Isopropyl dodecylfluorophosphonate
OXTR	HMDB0253378	Isopropyl dodecylfluorophosphonate
GPR39	HMDB0253378	Isopropyl dodecylfluorophosphonate
RXFP3	HMDB0253378	Isopropyl dodecylfluorophosphonate
GALR2	HMDB0253378	Isopropyl dodecylfluorophosphonate
NPBWR1	HMDB0253378	Isopropyl dodecylfluorophosphonate
GPR173	HMDB0253378	Isopropyl dodecylfluorophosphonate
NPY2R	HMDB0253378	Isopropyl dodecylfluorophosphonate
CCR4	HMDB0253378	Isopropyl dodecylfluorophosphonate
GPR19	HMDB0253378	Isopropyl dodecylfluorophosphonate
MC2R	HMDB0253378	Isopropyl dodecylfluorophosphonate
GPR142	HMDB0253378	Isopropyl dodecylfluorophosphonate
CCKBR	HMDB0253378	Isopropyl dodecylfluorophosphonate
ADORA2A	HMDB0253378	Isopropyl dodecylfluorophosphonate
OPRL1	HMDB0253378	Isopropyl dodecylfluorophosphonate
HTR7	HMDB0253378	Isopropyl dodecylfluorophosphonate
AVPR2	HMDB0253378	Isopropyl dodecylfluorophosphonate
NPY5R	HMDB0253378	Isopropyl dodecylfluorophosphonate
HRH3	HMDB0253378	Isopropyl dodecylfluorophosphonate
ADRB3	HMDB0253378	Isopropyl dodecylfluorophosphonate
PTGER3	HMDB0253378	Isopropyl dodecylfluorophosphonate
SSTR2	HMDB0253378	Isopropyl dodecylfluorophosphonate
CCR9	HMDB0253378	Isopropyl dodecylfluorophosphonate
LPAR1	HMDB0253378	Isopropyl dodecylfluorophosphonate
NPSR1	HMDB0253378	Isopropyl dodecylfluorophosphonate
HTR4	HMDB0253378	Isopropyl dodecylfluorophosphonate
NPY1R	HMDB0253378	Isopropyl dodecylfluorophosphonate
DRD2	HMDB0253378	Isopropyl dodecylfluorophosphonate
OPN3	HMDB0253378	Isopropyl dodecylfluorophosphonate
AVPR1B	HMDB0253378	Isopropyl dodecylfluorophosphonate
GPR37L1	HMDB0253378	Isopropyl dodecylfluorophosphonate
GPR52	HMDB0253378	Isopropyl dodecylfluorophosphonate
TAAR2	HMDB0253378	Isopropyl dodecylfluorophosphonate
RXFP4	HMDB0253378	Isopropyl dodecylfluorophosphonate
ADRB1	HMDB0253378	Isopropyl dodecylfluorophosphonate
CNR1	HMDB0253378	Isopropyl dodecylfluorophosphonate
NPBWR2	HMDB0253378	Isopropyl dodecylfluorophosphonate
HTR1B	HMDB0253378	Isopropyl dodecylfluorophosphonate
OPN1LW	HMDB0253378	Isopropyl dodecylfluorophosphonate
NTSR1	HMDB0253378	Isopropyl dodecylfluorophosphonate
LPAR3	HMDB0253378	Isopropyl dodecylfluorophosphonate
BRS3	HMDB0253378	Isopropyl dodecylfluorophosphonate
PTGFR	HMDB0253378	Isopropyl dodecylfluorophosphonate
HCRTR2	HMDB0253378	Isopropyl dodecylfluorophosphonate
OPN5	HMDB0253378	Isopropyl dodecylfluorophosphonate
FFAR4	HMDB0253378	Isopropyl dodecylfluorophosphonate
AGTR2	HMDB0253378	Isopropyl dodecylfluorophosphonate
OPN4	HMDB0253378	Isopropyl dodecylfluorophosphonate
GPR21	HMDB0253378	Isopropyl dodecylfluorophosphonate
HCRTR1	HMDB0253378	Isopropyl dodecylfluorophosphonate
GPR3	HMDB0253378	Isopropyl dodecylfluorophosphonate
NPY4R	HMDB0253378	Isopropyl dodecylfluorophosphonate
CNR2	HMDB0253378	Isopropyl dodecylfluorophosphonate
EDNRB	HMDB0253378	Isopropyl dodecylfluorophosphonate
HRH2	HMDB0253378	Isopropyl dodecylfluorophosphonate
ADRA1D	HMDB0253378	Isopropyl dodecylfluorophosphonate
GPR150	HMDB0253378	Isopropyl dodecylfluorophosphonate
GRPR	HMDB0253378	Isopropyl dodecylfluorophosphonate
ADRA1A	HMDB0253378	Isopropyl dodecylfluorophosphonate
GPR12	HMDB0253378	Isopropyl dodecylfluorophosphonate
GPR78	HMDB0253378	Isopropyl dodecylfluorophosphonate
DRD3	HMDB0253378	Isopropyl dodecylfluorophosphonate
QRFPR	HMDB0253378	Isopropyl dodecylfluorophosphonate
GPR135	HMDB0253378	Isopropyl dodecylfluorophosphonate
LPAR2	HMDB0253378	Isopropyl dodecylfluorophosphonate
GPR61	HMDB0253378	Isopropyl dodecylfluorophosphonate
ADRA2C	HMDB0253378	Isopropyl dodecylfluorophosphonate
CXCR4	HMDB0253378	Isopropyl dodecylfluorophosphonate
TBXA2R	HMDB0253378	Isopropyl dodecylfluorophosphonate
OPRM1	HMDB0253378	Isopropyl dodecylfluorophosphonate
LTB4R2	HMDB0253378	Isopropyl dodecylfluorophosphonate
CCR3	HMDB0253378	Isopropyl dodecylfluorophosphonate
MC1R	HMDB0253378	Isopropyl dodecylfluorophosphonate
GPR176	HMDB0253378	Isopropyl dodecylfluorophosphonate
GPR139	HMDB0253378	Isopropyl dodecylfluorophosphonate
NOTCH1	HMDB0244287	Silmitasertib
ADRA2A	HMDB0247660	N-(2-(3-(Piperazin-1-ylmethyl)imidazo[2,1-b]thiazol-6-yl)phenyl)quinoxaline-2-carboxamide
CHRM1	HMDB0247660	N-(2-(3-(Piperazin-1-ylmethyl)imidazo[2,1-b]thiazol-6-yl)phenyl)quinoxaline-2-carboxamide
CHRM2	HMDB0247660	N-(2-(3-(Piperazin-1-ylmethyl)imidazo[2,1-b]thiazol-6-yl)phenyl)quinoxaline-2-carboxamide
SSTR5	HMDB0015601	Vapreotide
TACR1	HMDB0015601	Vapreotide
SSTR2	HMDB0015601	Vapreotide
TUBB3	HMDB0015593	Ixabepilone
NR1I2	HMDB0258157	1,2,2,4,5,6,7,8,8-Nonachloro-2,3,3a,4,7,7a-hexahydro-4,7-methano-1H-indene
NR0B2	HMDB0000384	3a,7a-Dihydroxycholanoic acid
FABP6	HMDB0000384	3a,7a-Dihydroxycholanoic acid
BCL2	HMDB0244875	4-(1,3-Dihydroxy-4,4,5,5-tetramethyl-imidazolidin-2-yl)benzoic acid
HRH1	HMDB0015670	Alcaftadine
PPARG	HMDB0254237	N-[(6R)-6-(Dimethylamino)-6,7,8,9-tetrahydro-5H-carbazol-3-yl]-4-fluorobenzamide
HTR1F	HMDB0254237	N-[(6R)-6-(Dimethylamino)-6,7,8,9-tetrahydro-5H-carbazol-3-yl]-4-fluorobenzamide
ESR1	HMDB0015082	Fulvestrant
MCL1	HMDB0252659	Pictilisib
OXTR	HMDB0015402	Carbetocin
AVPR2	HMDB0015402	Carbetocin
MCL1	HMDB0247677	Buparlisib
SSTR4	HMDB0247329	Prosomatostatin
SSTR1	HMDB0247329	Prosomatostatin
SSTR5	HMDB0247329	Prosomatostatin
SSTR2	HMDB0247329	Prosomatostatin
UTS2R	HMDB0249914	Agtad[cfwkyc]V
DRD4	HMDB0251657	Dynorphin
BDKRB1	HMDB0251657	Dynorphin
PROKR2	HMDB0251657	Dynorphin
MLNR	HMDB0251657	Dynorphin
GNRHR	HMDB0251657	Dynorphin
GPR63	HMDB0251657	Dynorphin
KISS1R	HMDB0251657	Dynorphin
OPRD1	HMDB0251657	Dynorphin
PRLHR	HMDB0251657	Dynorphin
GHSR	HMDB0251657	Dynorphin
GPR83	HMDB0251657	Dynorphin
MC3R	HMDB0251657	Dynorphin
PTGER2	HMDB0251657	Dynorphin
MCHR1	HMDB0251657	Dynorphin
GALR3	HMDB0251657	Dynorphin
OPN1SW	HMDB0251657	Dynorphin
SSTR4	HMDB0251657	Dynorphin
NMUR2	HMDB0251657	Dynorphin
HRH4	HMDB0251657	Dynorphin
APLNR	HMDB0251657	Dynorphin
TAAR5	HMDB0251657	Dynorphin
NMBR	HMDB0251657	Dynorphin
HTR2B	HMDB0251657	Dynorphin
GPR45	HMDB0251657	Dynorphin
OPRK1	HMDB0251657	Dynorphin
GPR84	HMDB0251657	Dynorphin
SSTR1	HMDB0251657	Dynorphin
GPR65	HMDB0251657	Dynorphin
ACKR3	HMDB0251657	Dynorphin
AGTR1	HMDB0251657	Dynorphin
GPR6	HMDB0251657	Dynorphin
TAAR6	HMDB0251657	Dynorphin
TAAR8	HMDB0251657	Dynorphin
TAAR1	HMDB0251657	Dynorphin
HTR2C	HMDB0251657	Dynorphin
GPR119	HMDB0251657	Dynorphin
NPFFR1	HMDB0251657	Dynorphin
ADRA2A	HMDB0251657	Dynorphin
MCHR2	HMDB0251657	Dynorphin
GPR26	HMDB0251657	Dynorphin
HTR5A	HMDB0251657	Dynorphin
HTR6	HMDB0251657	Dynorphin
PTGIR	HMDB0251657	Dynorphin
CCR2	HMDB0251657	Dynorphin
CCR5	HMDB0251657	Dynorphin
PTGER1	HMDB0251657	Dynorphin
SSTR5	HMDB0251657	Dynorphin
CCKAR	HMDB0251657	Dynorphin
CCR1	HMDB0251657	Dynorphin
RHO	HMDB0251657	Dynorphin
GPR85	HMDB0251657	Dynorphin
GPR101	HMDB0251657	Dynorphin
AVPR1A	HMDB0251657	Dynorphin
GALR1	HMDB0251657	Dynorphin
MC4R	HMDB0251657	Dynorphin
GPR22	HMDB0251657	Dynorphin
PTGER4	HMDB0251657	Dynorphin
GPR27	HMDB0251657	Dynorphin
PTGDR	HMDB0251657	Dynorphin
NTSR2	HMDB0251657	Dynorphin
PROKR1	HMDB0251657	Dynorphin
CXCR6	HMDB0251657	Dynorphin
ADORA2B	HMDB0251657	Dynorphin
ADRB2	HMDB0251657	Dynorphin
NMUR1	HMDB0251657	Dynorphin
DRD5	HMDB0251657	Dynorphin
GPR37	HMDB0251657	Dynorphin
ADRA1B	HMDB0251657	Dynorphin
LTB4R	HMDB0251657	Dynorphin
HTR1E	HMDB0251657	Dynorphin
NPFFR2	HMDB0251657	Dynorphin
ADORA1	HMDB0251657	Dynorphin
GPR151	HMDB0251657	Dynorphin
GPR148	HMDB0251657	Dynorphin
TRHR	HMDB0251657	Dynorphin
GPR88	HMDB0251657	Dynorphin
EDNRA	HMDB0251657	Dynorphin
HTR1A	HMDB0251657	Dynorphin
MC5R	HMDB0251657	Dynorphin
GPR62	HMDB0251657	Dynorphin
HTR1F	HMDB0251657	Dynorphin
UTS2R	HMDB0251657	Dynorphin
OXTR	HMDB0251657	Dynorphin
GPR39	HMDB0251657	Dynorphin
RXFP3	HMDB0251657	Dynorphin
GALR2	HMDB0251657	Dynorphin
NPBWR1	HMDB0251657	Dynorphin
GPR173	HMDB0251657	Dynorphin
NPY2R	HMDB0251657	Dynorphin
CCR4	HMDB0251657	Dynorphin
GPR19	HMDB0251657	Dynorphin
MC2R	HMDB0251657	Dynorphin
GPR142	HMDB0251657	Dynorphin
CCKBR	HMDB0251657	Dynorphin
ADORA2A	HMDB0251657	Dynorphin
OPRL1	HMDB0251657	Dynorphin
HTR7	HMDB0251657	Dynorphin
AVPR2	HMDB0251657	Dynorphin
NPY5R	HMDB0251657	Dynorphin
HRH3	HMDB0251657	Dynorphin
ADRB3	HMDB0251657	Dynorphin
PTGER3	HMDB0251657	Dynorphin
SSTR2	HMDB0251657	Dynorphin
CCR9	HMDB0251657	Dynorphin
LPAR1	HMDB0251657	Dynorphin
NPSR1	HMDB0251657	Dynorphin
HTR4	HMDB0251657	Dynorphin
NPY1R	HMDB0251657	Dynorphin
DRD2	HMDB0251657	Dynorphin
OPN3	HMDB0251657	Dynorphin
AVPR1B	HMDB0251657	Dynorphin
GPR37L1	HMDB0251657	Dynorphin
GPR52	HMDB0251657	Dynorphin
TAAR2	HMDB0251657	Dynorphin
RXFP4	HMDB0251657	Dynorphin
ADRB1	HMDB0251657	Dynorphin
CNR1	HMDB0251657	Dynorphin
NPBWR2	HMDB0251657	Dynorphin
HTR1B	HMDB0251657	Dynorphin
OPN1LW	HMDB0251657	Dynorphin
NTSR1	HMDB0251657	Dynorphin
LPAR3	HMDB0251657	Dynorphin
BRS3	HMDB0251657	Dynorphin
PTGFR	HMDB0251657	Dynorphin
HCRTR2	HMDB0251657	Dynorphin
OPN5	HMDB0251657	Dynorphin
FFAR4	HMDB0251657	Dynorphin
AGTR2	HMDB0251657	Dynorphin
OPN4	HMDB0251657	Dynorphin
GPR21	HMDB0251657	Dynorphin
HCRTR1	HMDB0251657	Dynorphin
GPR3	HMDB0251657	Dynorphin
NPY4R	HMDB0251657	Dynorphin
CNR2	HMDB0251657	Dynorphin
EDNRB	HMDB0251657	Dynorphin
HRH2	HMDB0251657	Dynorphin
ADRA1D	HMDB0251657	Dynorphin
GPR150	HMDB0251657	Dynorphin
GRPR	HMDB0251657	Dynorphin
ADRA1A	HMDB0251657	Dynorphin
GPR12	HMDB0251657	Dynorphin
GPR78	HMDB0251657	Dynorphin
DRD3	HMDB0251657	Dynorphin
QRFPR	HMDB0251657	Dynorphin
GPR135	HMDB0251657	Dynorphin
LPAR2	HMDB0251657	Dynorphin
GPR61	HMDB0251657	Dynorphin
ADRA2C	HMDB0251657	Dynorphin
CXCR4	HMDB0251657	Dynorphin
TBXA2R	HMDB0251657	Dynorphin
OPRM1	HMDB0251657	Dynorphin
LTB4R2	HMDB0251657	Dynorphin
CCR3	HMDB0251657	Dynorphin
MC1R	HMDB0251657	Dynorphin
GPR176	HMDB0251657	Dynorphin
GPR139	HMDB0251657	Dynorphin
SCTR	HMDB0249734	Vasoactive intestinal peptide, human, PO rcinerat (vip) syntheti
VIPR2	HMDB0249734	Vasoactive intestinal peptide, human, PO rcinerat (vip) syntheti
GLP2R	HMDB0249734	Vasoactive intestinal peptide, human, PO rcinerat (vip) syntheti
PTH2R	HMDB0249734	Vasoactive intestinal peptide, human, PO rcinerat (vip) syntheti
GHRHR	HMDB0249734	Vasoactive intestinal peptide, human, PO rcinerat (vip) syntheti
PTH1R	HMDB0249734	Vasoactive intestinal peptide, human, PO rcinerat (vip) syntheti
VIPR1	HMDB0249734	Vasoactive intestinal peptide, human, PO rcinerat (vip) syntheti
CRHR2	HMDB0249734	Vasoactive intestinal peptide, human, PO rcinerat (vip) syntheti
CALCR	HMDB0249734	Vasoactive intestinal peptide, human, PO rcinerat (vip) syntheti
GLP1R	HMDB0249734	Vasoactive intestinal peptide, human, PO rcinerat (vip) syntheti
CALCRL	HMDB0249734	Vasoactive intestinal peptide, human, PO rcinerat (vip) syntheti
ADCYAP1R1	HMDB0249734	Vasoactive intestinal peptide, human, PO rcinerat (vip) syntheti
CRHR1	HMDB0249734	Vasoactive intestinal peptide, human, PO rcinerat (vip) syntheti
GCGR	HMDB0249734	Vasoactive intestinal peptide, human, PO rcinerat (vip) syntheti
GIPR	HMDB0249734	Vasoactive intestinal peptide, human, PO rcinerat (vip) syntheti
PPARG	HMDB0014547	Ceruletide
CCKAR	HMDB0014547	Ceruletide
CCKBR	HMDB0014547	Ceruletide
STAT3	HMDB0254427	Melitten
P2RY6	HMDB0254928	1,4-Di[3-(3-isothiocyanatophenyl)thioureido]butane
FPR2	HMDB0003733	Resolvin D1
CXCR4	HMDB0003733	Resolvin D1
DRD4	HMDB0014260	Desmopressin
BDKRB1	HMDB0014260	Desmopressin
PROKR2	HMDB0014260	Desmopressin
MLNR	HMDB0014260	Desmopressin
GNRHR	HMDB0014260	Desmopressin
GPR63	HMDB0014260	Desmopressin
KISS1R	HMDB0014260	Desmopressin
OPRD1	HMDB0014260	Desmopressin
PRLHR	HMDB0014260	Desmopressin
GHSR	HMDB0014260	Desmopressin
GPR83	HMDB0014260	Desmopressin
MC3R	HMDB0014260	Desmopressin
PTGER2	HMDB0014260	Desmopressin
MCHR1	HMDB0014260	Desmopressin
GALR3	HMDB0014260	Desmopressin
OPN1SW	HMDB0014260	Desmopressin
SSTR4	HMDB0014260	Desmopressin
NMUR2	HMDB0014260	Desmopressin
HRH4	HMDB0014260	Desmopressin
APLNR	HMDB0014260	Desmopressin
TAAR5	HMDB0014260	Desmopressin
NMBR	HMDB0014260	Desmopressin
HTR2B	HMDB0014260	Desmopressin
GPR45	HMDB0014260	Desmopressin
OPRK1	HMDB0014260	Desmopressin
GPR84	HMDB0014260	Desmopressin
SSTR1	HMDB0014260	Desmopressin
GPR65	HMDB0014260	Desmopressin
ACKR3	HMDB0014260	Desmopressin
AGTR1	HMDB0014260	Desmopressin
GPR6	HMDB0014260	Desmopressin
TAAR6	HMDB0014260	Desmopressin
TAAR8	HMDB0014260	Desmopressin
TAAR1	HMDB0014260	Desmopressin
HTR2C	HMDB0014260	Desmopressin
GPR119	HMDB0014260	Desmopressin
NPFFR1	HMDB0014260	Desmopressin
ADRA2A	HMDB0014260	Desmopressin
MCHR2	HMDB0014260	Desmopressin
GPR26	HMDB0014260	Desmopressin
HTR5A	HMDB0014260	Desmopressin
HTR6	HMDB0014260	Desmopressin
PTGIR	HMDB0014260	Desmopressin
CCR2	HMDB0014260	Desmopressin
CCR5	HMDB0014260	Desmopressin
PTGER1	HMDB0014260	Desmopressin
SSTR5	HMDB0014260	Desmopressin
CCKAR	HMDB0014260	Desmopressin
CCR1	HMDB0014260	Desmopressin
RHO	HMDB0014260	Desmopressin
GPR85	HMDB0014260	Desmopressin
GPR101	HMDB0014260	Desmopressin
AVPR1A	HMDB0014260	Desmopressin
GALR1	HMDB0014260	Desmopressin
MC4R	HMDB0014260	Desmopressin
GPR22	HMDB0014260	Desmopressin
PTGER4	HMDB0014260	Desmopressin
GPR27	HMDB0014260	Desmopressin
PTGDR	HMDB0014260	Desmopressin
NTSR2	HMDB0014260	Desmopressin
PROKR1	HMDB0014260	Desmopressin
CXCR6	HMDB0014260	Desmopressin
ADORA2B	HMDB0014260	Desmopressin
ADRB2	HMDB0014260	Desmopressin
NMUR1	HMDB0014260	Desmopressin
DRD5	HMDB0014260	Desmopressin
GPR37	HMDB0014260	Desmopressin
ADRA1B	HMDB0014260	Desmopressin
LTB4R	HMDB0014260	Desmopressin
HTR1E	HMDB0014260	Desmopressin
NPFFR2	HMDB0014260	Desmopressin
ADORA1	HMDB0014260	Desmopressin
GPR151	HMDB0014260	Desmopressin
GPR148	HMDB0014260	Desmopressin
TRHR	HMDB0014260	Desmopressin
GPR88	HMDB0014260	Desmopressin
EDNRA	HMDB0014260	Desmopressin
HTR1A	HMDB0014260	Desmopressin
MC5R	HMDB0014260	Desmopressin
GPR62	HMDB0014260	Desmopressin
HTR1F	HMDB0014260	Desmopressin
UTS2R	HMDB0014260	Desmopressin
OXTR	HMDB0014260	Desmopressin
GPR39	HMDB0014260	Desmopressin
RXFP3	HMDB0014260	Desmopressin
GALR2	HMDB0014260	Desmopressin
NPBWR1	HMDB0014260	Desmopressin
GPR173	HMDB0014260	Desmopressin
NPY2R	HMDB0014260	Desmopressin
CCR4	HMDB0014260	Desmopressin
GPR19	HMDB0014260	Desmopressin
MC2R	HMDB0014260	Desmopressin
GPR142	HMDB0014260	Desmopressin
CCKBR	HMDB0014260	Desmopressin
ADORA2A	HMDB0014260	Desmopressin
OPRL1	HMDB0014260	Desmopressin
HTR7	HMDB0014260	Desmopressin
AVPR2	HMDB0014260	Desmopressin
NPY5R	HMDB0014260	Desmopressin
HRH3	HMDB0014260	Desmopressin
ADRB3	HMDB0014260	Desmopressin
PTGER3	HMDB0014260	Desmopressin
SSTR2	HMDB0014260	Desmopressin
CCR9	HMDB0014260	Desmopressin
LPAR1	HMDB0014260	Desmopressin
NPSR1	HMDB0014260	Desmopressin
HTR4	HMDB0014260	Desmopressin
NPY1R	HMDB0014260	Desmopressin
DRD2	HMDB0014260	Desmopressin
OPN3	HMDB0014260	Desmopressin
AVPR1B	HMDB0014260	Desmopressin
GPR37L1	HMDB0014260	Desmopressin
GPR52	HMDB0014260	Desmopressin
TAAR2	HMDB0014260	Desmopressin
RXFP4	HMDB0014260	Desmopressin
ADRB1	HMDB0014260	Desmopressin
CNR1	HMDB0014260	Desmopressin
NPBWR2	HMDB0014260	Desmopressin
HTR1B	HMDB0014260	Desmopressin
OPN1LW	HMDB0014260	Desmopressin
NTSR1	HMDB0014260	Desmopressin
LPAR3	HMDB0014260	Desmopressin
BRS3	HMDB0014260	Desmopressin
PTGFR	HMDB0014260	Desmopressin
HCRTR2	HMDB0014260	Desmopressin
OPN5	HMDB0014260	Desmopressin
FFAR4	HMDB0014260	Desmopressin
AGTR2	HMDB0014260	Desmopressin
OPN4	HMDB0014260	Desmopressin
GPR21	HMDB0014260	Desmopressin
HCRTR1	HMDB0014260	Desmopressin
GPR3	HMDB0014260	Desmopressin
NPY4R	HMDB0014260	Desmopressin
CNR2	HMDB0014260	Desmopressin
EDNRB	HMDB0014260	Desmopressin
HRH2	HMDB0014260	Desmopressin
ADRA1D	HMDB0014260	Desmopressin
GPR150	HMDB0014260	Desmopressin
GRPR	HMDB0014260	Desmopressin
ADRA1A	HMDB0014260	Desmopressin
GPR12	HMDB0014260	Desmopressin
GPR78	HMDB0014260	Desmopressin
DRD3	HMDB0014260	Desmopressin
QRFPR	HMDB0014260	Desmopressin
GPR135	HMDB0014260	Desmopressin
LPAR2	HMDB0014260	Desmopressin
GPR61	HMDB0014260	Desmopressin
ADRA2C	HMDB0014260	Desmopressin
CXCR4	HMDB0014260	Desmopressin
TBXA2R	HMDB0014260	Desmopressin
OPRM1	HMDB0014260	Desmopressin
LTB4R2	HMDB0014260	Desmopressin
CCR3	HMDB0014260	Desmopressin
MC1R	HMDB0014260	Desmopressin
GPR176	HMDB0014260	Desmopressin
GPR139	HMDB0014260	Desmopressin
AR	HMDB0251831	Enzalutamide
CCR5	HMDB0251889	Etheno adenosine triphosphate
PGR	HMDB0015658	Norelgestromin
MCL1	HMDB0247649	Dactolisib
BCL2L1	HMDB0248902	Bcl-2 Inhibitor
CD38	HMDB0252469	Fostamatinib
FFAR1	HMDB0252994	3-(4-((3-Phenoxybenzyl)amino)phenyl)propanoic acid
FFAR4	HMDB0252994	3-(4-((3-Phenoxybenzyl)amino)phenyl)propanoic acid
AGTR1	HMDB0251590	Dorsomorphin
MCL1	HMDB0248689	4-(2,6-Dichlorobenzamido)-N-(piperidin-4-yl)-1H-pyrazole-3-carboxamide
PTGDR2	HMDB0248782	2-[4-Acetamido-3-(4-chlorophenyl)sulfanyl-2-methylindol-1-yl]acetic acid
AGTR1	HMDB0248803	Azilsartan medoxomil
AGTR2	HMDB0248803	Azilsartan medoxomil
STING1	HMDB0060465	cyclic GMP-AMP
CXCR2	HMDB0251759	Elubrixin
LPAR1	HMDB0253798	3-[({4-[4-({[1-(2-Chlorophenyl)ethoxy]carbonyl}amino)-3-methyl-1,2-oxazol-5-yl]phenyl}methyl)sulfanyl]propanoic acid
LPAR3	HMDB0253798	3-[({4-[4-({[1-(2-Chlorophenyl)ethoxy]carbonyl}amino)-3-methyl-1,2-oxazol-5-yl]phenyl}methyl)sulfanyl]propanoic acid
CNR1	HMDB0251620	Drinabant
TFRC	HMDB0244955	2-(Phosphonomethyl)pentanedioic acid
STAT3	HMDB0304858	Selumetinib
CXCR4	HMDB0246964	(S)-N1-((1H-Benzo[d]imidazol-2-yl)methyl)-N1-(5,6,7,8-tetrahydroquinolin-8-yl)butane-1,4-diamine
ESR1	HMDB0060666	Endoxifen
PPARD	HMDB0248721	Auda
DRD4	HMDB0260333	8-Cyclopentyl-3-(3-fluoro-propyl)-1-propyl-3,7-dihydro-purine-2,6-dione
BDKRB1	HMDB0260333	8-Cyclopentyl-3-(3-fluoro-propyl)-1-propyl-3,7-dihydro-purine-2,6-dione
